Case ID,Start Timestamp,Complete Timestamp,Activity,Resource,Role
153,2011/01/25 15:46:00.000,2011/01/25 15:54:00.000,Create Purchase Order,R-594,Purchasing Agent
153,2011/01/27 04:51:00.000,2011/01/27 05:02:00.000,Confirm Purchase Order,R-346,Supplier
153,2011/01/28 13:59:00.000,2011/01/29 06:26:00.000,Deliver Goods Services,R-346,Supplier
153,2011/01/29 13:54:00.000,2011/01/29 13:55:00.000,Release Purchase Order,R-371,Requester
153,2011/01/30 09:15:00.000,2011/01/30 09:16:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
153,2011/01/31 18:25:00.000,2011/01/31 18:25:00.000,Send invoice,R-543,Supplier
153,2011/02/01 08:35:00.000,2011/02/01 08:41:00.000,Release Supplier's Invoice,R-972,Financial Manager
153,2011/02/01 08:41:00.000,2011/02/01 08:41:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
153,2011/02/01 08:50:00.000,2011/02/01 08:56:00.000,Pay invoice,R-972,Financial Manager
150,2011/01/19 15:05:00.000,2011/01/19 15:22:00.000,Create Purchase Requisition,R-330,Requester
150,2011/01/20 00:49:00.000,2011/01/20 00:55:00.000,Analyze Purchase Requisition,R-729,Requester Manager
150,2011/01/20 00:59:00.000,2011/01/20 01:01:00.000,Create Request for Quotation Requester Manager,R-729,Requester Manager
150,2011/01/23 07:45:00.000,2011/01/23 07:57:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
150,2011/01/23 20:07:00.000,2011/01/23 20:36:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
150,2011/01/23 22:40:00.000,2011/01/24 03:22:00.000,Create Quotation comparison Map,R-810,Purchasing Agent
150,2011/01/24 09:54:00.000,2011/01/24 10:19:00.000,Analyze Quotation comparison Map,R-753,Requester
150,2011/01/24 10:19:00.000,2011/01/24 10:19:00.000,Choose best option,R-790,Requester
150,2011/01/24 18:47:00.000,2011/01/25 00:58:00.000,Settle conditions with supplier,R-594,Purchasing Agent
150,2011/01/25 12:02:00.000,2011/01/25 12:13:00.000,Create Purchase Order,R-810,Purchasing Agent
150,2011/01/27 07:45:00.000,2011/01/27 07:55:00.000,Confirm Purchase Order,R-368,Supplier
150,2011/01/27 21:49:00.000,2011/01/29 07:44:00.000,Deliver Goods Services,R-368,Supplier
150,2011/01/29 15:22:00.000,2011/01/29 15:23:00.000,Release Purchase Order,R-297,Requester
150,2011/01/30 00:20:00.000,2011/01/30 00:21:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
150,2011/01/31 17:42:00.000,2011/01/31 17:42:00.000,Send invoice,R-543,Supplier
150,2011/02/01 08:05:00.000,2011/02/01 08:05:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
150,2011/02/01 08:27:00.000,2011/02/01 08:40:00.000,Pay invoice,R-752,Financial Manager
151,2011/01/19 16:32:00.000,2011/01/19 17:21:00.000,Create Purchase Requisition,R-170,Requester
151,2011/01/20 13:14:00.000,2011/01/20 13:21:00.000,Analyze Purchase Requisition,R-729,Requester Manager
749,2011/04/19 18:02:00.000,2011/04/19 18:29:00.000,Create Purchase Requisition,R-763,Requester
749,2011/04/19 22:59:00.000,2011/04/19 23:08:00.000,Create Request for Quotation Requester,R-439,Requester
749,2011/05/08 14:39:00.000,2011/05/08 15:00:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
749,2011/05/08 15:43:00.000,2011/05/08 15:52:00.000,Amend Request for Quotation Requester,R-371,Requester Manager
749,2011/05/21 22:13:00.000,2011/05/21 22:33:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
749,2011/05/21 23:28:00.000,2011/05/21 23:40:00.000,Amend Request for Quotation Requester,R-371,Requester Manager
749,2011/05/31 21:25:00.000,2011/05/31 21:57:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
749,2011/06/01 13:59:00.000,2011/06/01 14:20:00.000,Amend Request for Quotation Requester Manager,R-264,Requester Manager
749,2011/06/22 08:11:00.000,2011/06/22 08:36:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
749,2011/06/22 17:06:00.000,2011/06/22 17:19:00.000,Send Request for Quotation to Supplier,R-594,Purchasing Agent
749,2011/06/23 04:23:00.000,2011/06/23 08:12:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
749,2011/06/23 14:52:00.000,2011/06/23 15:11:00.000,Analyze Quotation comparison Map,R-763,Requester
749,2011/06/23 15:11:00.000,2011/06/23 15:11:00.000,Choose best option,R-371,Requester
749,2011/06/24 00:55:00.000,2011/06/24 09:57:00.000,Settle conditions with supplier,R-312,Purchasing Agent
749,2011/06/25 06:03:00.000,2011/06/25 06:15:00.000,Create Purchase Order,R-312,Purchasing Agent
749,2011/06/27 04:06:00.000,2011/06/27 04:26:00.000,Confirm Purchase Order,R-346,Supplier
749,2011/06/29 10:38:00.000,2011/07/01 09:33:00.000,Deliver Goods Services,R-274,Supplier
749,2011/07/01 17:34:00.000,2011/07/01 17:35:00.000,Release Purchase Order,R-297,Requester
749,2011/07/02 07:19:00.000,2011/07/02 07:20:00.000,Approve Purchase Order for payment,R-312,Purchasing Agent
749,2011/07/04 08:55:00.000,2011/07/04 08:55:00.000,Send invoice,R-346,Supplier
749,2011/07/04 22:59:00.000,2011/07/04 23:02:00.000,Release Supplier's Invoice,R-752,Financial Manager
749,2011/07/04 23:50:00.000,2011/07/05 00:03:00.000,Settle dispute with supplier Financial Manager,R-972,Financial Manager
749,2011/07/05 00:03:00.000,2011/07/05 00:03:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
749,2011/07/05 01:08:00.000,2011/07/05 01:16:00.000,Pay invoice,R-752,Financial Manager
1725,2011/09/07 06:50:00.000,2011/09/07 07:17:00.000,Create Purchase Requisition,R-753,Requester
1725,2011/09/08 00:38:00.000,2011/09/08 00:43:00.000,Analyze Purchase Requisition,R-264,Requester Manager
1722,2011/09/06 18:37:00.000,2011/09/06 19:22:00.000,Create Purchase Requisition,R-439,Requester
1722,2011/09/06 21:44:00.000,2011/09/06 21:55:00.000,Create Request for Quotation Requester,R-297,Requester
1722,2011/09/11 14:55:00.000,2011/09/11 15:06:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
1722,2011/09/11 15:47:00.000,2011/09/11 15:55:00.000,Amend Request for Quotation Requester,R-439,Requester Manager
1722,2011/09/11 20:37:00.000,2011/09/11 21:07:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
1722,2011/09/11 21:56:00.000,2011/09/11 22:09:00.000,Amend Request for Quotation Requester,R-768,Requester Manager
1722,2011/09/15 05:27:00.000,2011/09/15 05:55:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
740,2011/04/17 16:59:00.000,2011/04/17 17:12:00.000,Create Purchase Requisition,R-239,Requester
740,2011/04/18 15:56:00.000,2011/04/18 16:02:00.000,Analyze Purchase Requisition,R-729,Requester Manager
538,2011/03/18 01:22:00.000,2011/03/18 01:53:00.000,Create Purchase Requisition,R-239,Requester
538,2011/03/18 20:24:00.000,2011/03/18 20:29:00.000,Analyze Purchase Requisition,R-775,Requester Manager
537,2011/03/17 23:38:00.000,2011/03/18 00:14:00.000,Create Purchase Requisition,R-170,Requester
537,2011/03/19 00:43:00.000,2011/03/19 00:49:00.000,Analyze Purchase Requisition,R-775,Requester Manager
537,2011/03/19 00:53:00.000,2011/03/19 00:55:00.000,Create Request for Quotation Requester Manager,R-729,Requester Manager
537,2011/03/19 20:41:00.000,2011/03/19 21:14:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
537,2011/03/20 05:45:00.000,2011/03/20 06:13:00.000,Send Request for Quotation to Supplier,R-810,Purchasing Agent
537,2011/03/20 06:36:00.000,2011/03/20 11:25:00.000,Create Quotation comparison Map,R-810,Purchasing Agent
537,2011/03/20 18:18:00.000,2011/03/20 18:35:00.000,Analyze Quotation comparison Map,R-239,Requester
537,2011/03/20 18:35:00.000,2011/03/20 18:35:00.000,Choose best option,R-297,Requester
537,2011/03/21 02:59:00.000,2011/03/21 13:46:00.000,Settle conditions with supplier,R-810,Purchasing Agent
537,2011/03/21 16:22:00.000,2011/03/21 16:29:00.000,Create Purchase Order,R-810,Purchasing Agent
537,2011/03/22 18:37:00.000,2011/03/22 18:43:00.000,Confirm Purchase Order,R-392,Supplier
537,2011/03/25 01:31:00.000,2011/03/26 04:18:00.000,Deliver Goods Services,R-392,Supplier
537,2011/03/26 12:10:00.000,2011/03/26 12:11:00.000,Release Purchase Order,R-790,Requester
537,2011/03/26 17:35:00.000,2011/03/26 17:36:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
537,2011/03/31 03:11:00.000,2011/03/31 03:11:00.000,Send invoice,R-346,Supplier
537,2011/03/31 17:31:00.000,2011/03/31 17:38:00.000,Release Supplier's Invoice,R-972,Financial Manager
537,2011/03/31 17:38:00.000,2011/03/31 17:38:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
537,2011/03/31 18:24:00.000,2011/03/31 18:32:00.000,Pay invoice,R-972,Financial Manager
606,2011/03/26 14:52:00.000,2011/03/26 14:59:00.000,Create Purchase Requisition,R-239,Requester
606,2011/03/27 00:59:00.000,2011/03/27 03:04:00.000,Analyze Purchase Requisition,R-775,Requester Manager
606,2011/03/27 03:12:00.000,2011/03/27 03:15:00.000,Create Request for Quotation Requester Manager,R-264,Requester Manager
606,2011/03/27 16:06:00.000,2011/03/27 16:15:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
606,2011/03/27 19:31:00.000,2011/03/27 19:55:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
606,2011/03/27 22:20:00.000,2011/03/28 01:03:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
606,2011/03/28 07:11:00.000,2011/03/28 07:28:00.000,Analyze Quotation comparison Map,R-790,Requester
606,2011/03/28 07:28:00.000,2011/03/28 07:28:00.000,Choose best option,R-768,Requester
606,2011/03/28 22:00:00.000,2011/03/29 03:12:00.000,Settle conditions with supplier,R-312,Purchasing Agent
606,2011/03/29 16:41:00.000,2011/03/29 16:54:00.000,Create Purchase Order,R-810,Purchasing Agent
606,2011/04/04 22:18:00.000,2011/04/04 22:50:00.000,Confirm Purchase Order,R-368,Supplier
606,2011/04/05 05:22:00.000,2011/04/06 13:52:00.000,Deliver Goods Services,R-392,Supplier
606,2011/04/06 21:26:00.000,2011/04/06 21:27:00.000,Release Purchase Order,R-239,Requester
606,2011/04/07 10:25:00.000,2011/04/07 10:26:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
606,2011/04/08 01:36:00.000,2011/04/08 01:36:00.000,Send invoice,R-346,Supplier
606,2011/04/08 15:51:00.000,2011/04/08 15:55:00.000,Release Supplier's Invoice,R-752,Financial Manager
606,2011/04/08 15:55:00.000,2011/04/08 15:55:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
606,2011/04/08 15:58:00.000,2011/04/08 16:10:00.000,Pay invoice,R-752,Financial Manager
744,2011/04/19 00:28:00.000,2011/04/19 01:12:00.000,Create Purchase Requisition,R-846,Requester
744,2011/04/19 22:47:00.000,2011/04/19 22:54:00.000,Analyze Purchase Requisition,R-775,Requester Manager
744,2011/04/19 22:59:00.000,2011/04/19 23:01:00.000,Create Request for Quotation Requester Manager,R-775,Requester Manager
744,2011/05/01 11:58:00.000,2011/05/01 12:22:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
1420,2011/07/23 22:37:00.000,2011/07/23 23:24:00.000,Create Purchase Requisition,R-563,Requester
1420,2011/07/24 16:32:00.000,2011/07/24 16:41:00.000,Analyze Purchase Requisition,R-264,Requester Manager
1420,2011/07/24 16:45:00.000,2011/07/24 16:47:00.000,Create Request for Quotation Requester Manager,R-729,Requester Manager
1420,2011/08/08 03:37:00.000,2011/08/08 04:08:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
1420,2011/08/08 05:17:00.000,2011/08/08 05:32:00.000,Amend Request for Quotation Requester,R-170,Requester Manager
1420,2011/09/21 05:27:00.000,2011/09/21 05:50:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
1420,2011/09/21 12:55:00.000,2011/09/21 13:25:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
1420,2011/09/21 14:22:00.000,2011/09/21 19:38:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
1420,2011/09/22 02:45:00.000,2011/09/22 03:14:00.000,Analyze Quotation comparison Map,R-763,Requester
1420,2011/09/22 03:14:00.000,2011/09/22 03:14:00.000,Choose best option,R-170,Requester
1420,2011/09/22 09:46:00.000,2011/09/22 17:11:00.000,Settle conditions with supplier,R-810,Purchasing Agent
1420,2011/09/22 19:33:00.000,2011/09/22 19:44:00.000,Create Purchase Order,R-594,Purchasing Agent
1420,2011/10/03 06:15:00.000,2011/10/03 06:30:00.000,Confirm Purchase Order,R-543,Supplier
1420,2011/10/06 10:34:00.000,2011/10/06 16:50:00.000,Deliver Goods Services,R-543,Supplier
1420,2011/10/06 23:54:00.000,2011/10/06 23:55:00.000,Release Purchase Order,R-439,Requester
1420,2011/10/07 23:04:00.000,2011/10/07 23:05:00.000,Approve Purchase Order for payment,R-312,Purchasing Agent
1420,2011/10/11 15:13:00.000,2011/10/11 15:13:00.000,Send invoice,R-543,Supplier
1420,2011/10/12 05:32:00.000,2011/10/12 05:36:00.000,Release Supplier's Invoice,R-972,Financial Manager
1420,2011/10/12 05:36:00.000,2011/10/12 05:36:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
1420,2011/10/12 06:15:00.000,2011/10/12 06:30:00.000,Pay invoice,R-752,Financial Manager
349,2011/02/18 00:41:00.000,2011/02/18 01:21:00.000,Create Purchase Requisition,R-874,Requester
349,2011/02/18 16:12:00.000,2011/02/18 16:19:00.000,Analyze Purchase Requisition,R-729,Requester Manager
349,2011/02/18 16:25:00.000,2011/02/18 16:28:00.000,Create Request for Quotation Requester Manager,R-775,Requester Manager
349,2011/02/20 13:49:00.000,2011/02/20 14:03:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
349,2011/02/21 18:23:00.000,2011/02/21 18:36:00.000,Send Request for Quotation to Supplier,R-810,Purchasing Agent
349,2011/02/21 23:41:00.000,2011/02/22 04:08:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
349,2011/02/22 10:49:00.000,2011/02/22 11:15:00.000,Analyze Quotation comparison Map,R-371,Requester
349,2011/02/22 11:15:00.000,2011/02/22 11:15:00.000,Choose best option,R-763,Requester
349,2011/02/22 15:04:00.000,2011/02/22 21:49:00.000,Settle conditions with supplier,R-312,Purchasing Agent
349,2011/02/23 05:40:00.000,2011/02/23 05:48:00.000,Create Purchase Order,R-810,Purchasing Agent
349,2011/02/23 19:03:00.000,2011/02/23 19:33:00.000,Confirm Purchase Order,R-543,Supplier
349,2011/02/24 18:06:00.000,2011/02/26 18:46:00.000,Deliver Goods Services,R-392,Supplier
349,2011/02/27 02:41:00.000,2011/02/27 02:42:00.000,Release Purchase Order,R-563,Requester
349,2011/02/28 08:09:00.000,2011/02/28 08:10:00.000,Approve Purchase Order for payment,R-312,Purchasing Agent
349,2011/03/03 12:14:00.000,2011/03/03 12:14:00.000,Send invoice,R-368,Supplier
349,2011/03/04 02:35:00.000,2011/03/04 02:42:00.000,Release Supplier's Invoice,R-752,Financial Manager
349,2011/03/04 02:42:00.000,2011/03/04 02:42:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
349,2011/03/04 03:04:00.000,2011/03/04 03:11:00.000,Pay invoice,R-972,Financial Manager
1422,2011/07/24 08:52:00.000,2011/07/24 09:08:00.000,Create Purchase Requisition,R-371,Requester
1422,2011/07/24 21:15:00.000,2011/07/24 21:24:00.000,Analyze Purchase Requisition,R-264,Requester Manager
1422,2011/07/24 21:30:00.000,2011/07/24 21:31:00.000,Create Request for Quotation Requester Manager,R-729,Requester Manager
1422,2011/09/01 18:23:00.000,2011/09/01 18:25:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
1422,2011/09/02 11:23:00.000,2011/09/02 11:41:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
1422,2011/09/02 17:10:00.000,2011/09/02 19:28:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
1422,2011/09/03 02:28:00.000,2011/09/03 02:56:00.000,Analyze Quotation comparison Map,R-591,Requester
1422,2011/09/03 02:56:00.000,2011/09/03 02:56:00.000,Choose best option,R-591,Requester
1422,2011/09/03 06:47:00.000,2011/09/03 11:52:00.000,Settle conditions with supplier,R-312,Purchasing Agent
1422,2011/09/03 16:39:00.000,2011/09/03 16:50:00.000,Create Purchase Order,R-594,Purchasing Agent
1422,2011/09/07 11:39:00.000,2011/09/07 12:01:00.000,Confirm Purchase Order,R-368,Supplier
1422,2011/09/19 22:22:00.000,2011/09/21 21:58:00.000,Deliver Goods Services,R-543,Supplier
1422,2011/09/22 05:22:00.000,2011/09/22 05:23:00.000,Release Purchase Order,R-239,Requester
1422,2011/09/22 17:54:00.000,2011/09/22 17:55:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
1422,2011/10/10 22:17:00.000,2011/10/10 22:17:00.000,Send invoice,R-543,Supplier
1422,2011/10/11 12:36:00.000,2011/10/11 12:40:00.000,Release Supplier's Invoice,R-752,Financial Manager
1422,2011/10/11 12:40:00.000,2011/10/11 12:40:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
1422,2011/10/11 12:47:00.000,2011/10/11 13:02:00.000,Pay invoice,R-752,Financial Manager
204,2011/01/26 19:21:00.000,2011/01/26 20:07:00.000,Create Purchase Requisition,R-874,Requester
204,2011/01/27 13:45:00.000,2011/01/27 13:51:00.000,Analyze Purchase Requisition,R-729,Requester Manager
204,2011/01/27 13:55:00.000,2011/01/27 13:57:00.000,Create Request for Quotation Requester Manager,R-264,Requester Manager
204,2011/01/28 15:45:00.000,2011/01/28 16:01:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
204,2011/01/28 16:53:00.000,2011/01/28 17:00:00.000,Amend Request for Quotation Requester,R-439,Requester Manager
204,2011/01/28 20:28:00.000,2011/01/28 20:56:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
204,2011/01/29 18:29:00.000,2011/01/29 18:52:00.000,Send Request for Quotation to Supplier,R-594,Purchasing Agent
204,2011/01/30 00:22:00.000,2011/01/30 03:30:00.000,Create Quotation comparison Map,R-810,Purchasing Agent
204,2011/01/30 10:10:00.000,2011/01/30 10:17:00.000,Analyze Quotation comparison Map,R-371,Requester
204,2011/01/30 10:17:00.000,2011/01/30 10:17:00.000,Choose best option,R-297,Requester
204,2011/01/30 21:00:00.000,2011/01/31 02:19:00.000,Settle conditions with supplier,R-810,Purchasing Agent
204,2011/01/31 04:22:00.000,2011/01/31 04:33:00.000,Create Purchase Order,R-810,Purchasing Agent
204,2011/01/31 17:29:00.000,2011/01/31 17:42:00.000,Confirm Purchase Order,R-543,Supplier
204,2011/01/31 23:42:00.000,2011/02/02 22:12:00.000,Deliver Goods Services,R-274,Supplier
204,2011/02/03 06:05:00.000,2011/02/03 06:06:00.000,Release Purchase Order,R-790,Requester
204,2011/02/03 13:17:00.000,2011/02/03 22:12:00.000,Settle dispute with supplier Purchasing Agent,R-312,Purchasing Agent
204,2011/02/04 05:36:00.000,2011/02/04 05:37:00.000,Release Purchase Order,R-753,Requester
204,2011/02/04 17:43:00.000,2011/02/05 02:40:00.000,Settle dispute with supplier Purchasing Agent,R-810,Purchasing Agent
204,2011/02/05 10:18:00.000,2011/02/05 10:19:00.000,Release Purchase Order,R-768,Requester
204,2011/02/05 15:36:00.000,2011/02/05 15:37:00.000,Approve Purchase Order for payment,R-312,Purchasing Agent
204,2011/02/06 01:23:00.000,2011/02/06 01:23:00.000,Send invoice,R-274,Supplier
204,2011/02/06 15:49:00.000,2011/02/06 15:55:00.000,Release Supplier's Invoice,R-972,Financial Manager
204,2011/02/06 16:01:00.000,2011/02/06 16:01:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
204,2011/02/06 17:05:00.000,2011/02/06 17:20:00.000,Pay invoice,R-972,Financial Manager
205,2011/01/26 22:40:00.000,2011/01/26 22:48:00.000,Create Purchase Requisition,R-239,Requester
